id,number,title,state,author,created_at,updated_at,closed_at,labels,comments,reactions_total,html_url,summary
3603180477,12980,Support real-time chart updates without rerunning the entire script,open,jouinisayf,2025-11-08T09:05:23Z,2025-11-10T17:39:21Z,,"type:enhancement, feature:runtime",2,1,https://github.com/streamlit/streamlit/issues/12980,"Updating charts in Streamlit currently triggers a full script rerun, which is inefficient for high-frequency data like IoT sensors or financial feeds. The request is to introduce a mechanism for partial UI updates, such as a `.update()` method on chart objects or a context manager. This would allow specific components to refresh with new data without re-executing the entire script."
3602873412,12977,Add `st.iframe` command,open,jrieke,2025-11-08T05:12:04Z,2025-11-08T05:59:21Z,,"type:enhancement, feature:custom-components",2,3,https://github.com/streamlit/streamlit/issues/12977,"The proposal is to add a top-level `st.iframe` command to the Streamlit namespace, promoting it from `st.components.v1.iframe`. This change aligns with the move towards custom components v2 and improves discoverability. Additionally, it aims to address limitations in the existing v1 iframe component, such as issues with rendering PDFs."
3602031919,12972,Launch by module - redux!,open,aebrahim,2025-11-07T21:08:50Z,2025-11-10T06:34:17Z,,"type:enhancement, feature:cli",1,1,https://github.com/streamlit/streamlit/issues/12972,"The user requests the ability to launch Streamlit apps by specifying a Python module (e.g., `streamlit run my.module`) instead of a file path. This is particularly useful for build systems like Pants where the final file path might not be known. The feature could act similarly to `python -m`, resolving the module to its file path internally."
3595446134,12959,"Container: width value ""content"" is not working",open,Gubarev,2025-11-06T11:45:31Z,2025-11-10T19:18:53Z,,"type:bug, feature:st.container",2,2,https://github.com/streamlit/streamlit/issues/12959,"Despite documentation stating that `st.container` supports `width='content'`, using this value raises a `StreamlitInvalidWidthError`. The error message incorrectly asserts that width must be an integer or 'stretch'. This bug prevents users from creating containers that size themselves according to their content as intended in version 1.51.0."
3594731601,12958,Copy to clipboard button not visible in st.code,open,alex-bork,2025-11-06T08:40:32Z,2025-11-12T10:04:33Z,,"type:bug, good first issue, status:confirmed, priority:P3, feature:st.code",4,2,https://github.com/streamlit/streamlit/issues/12958,"In `st.code` blocks containing long lines of text, the content overlaps with the 'copy to clipboard' button, rendering it invisible or inaccessible. This layout issue prevents users from easily copying code snippets when horizontal scrolling is involved or content extends to the right edge. The UI needs adjustment to ensure the copy button remains visible."
3593687358,12957,The configuration of config.toml is inconsistent with localhost and 0.0.0.0,open,Kilig947,2025-11-06T03:04:34Z,2025-11-10T17:40:54Z,,"type:bug, status:awaiting-user-response, feature:config",3,2,https://github.com/streamlit/streamlit/issues/12957,"There is an inconsistency in how Streamlit applies `config.toml` settings (specifically margins and font sizes) when accessing the app via `localhost` versus `0.0.0.0`. While styles render correctly on `localhost`, they fail to apply when the app is viewed through the IP address `0.0.0.0`, despite being the same running instance."
3593535069,12956,Update design of dropdown menus to align with top nav,open,jrieke,2025-11-06T02:04:28Z,2025-11-12T19:37:58Z,,"type:enhancement, good first issue, feature:st.dataframe, feature:app-menu, feature:st.selectbox, feature:st.time_input, feature:st.multiselect",7,1,https://github.com/streamlit/streamlit/issues/12956,"The design of existing dropdown menus (e.g., `st.selectbox`) is inconsistent with the newer style introduced for top navigation page sections. The goal is to update all dropdown components to match this modern aesthetic. This involves standardizing the look and feel across widgets like `st.selectbox` and `st.multiselect`."
3593420390,12954,Add border around dropdowns in dark mode,open,jrieke,2025-11-06T01:07:20Z,2025-11-06T06:30:11Z,,"type:enhancement, good first issue, feature:st.dataframe, feature:app-menu, feature:st.selectbox, feature:st.date_input, feature:st.time_input, feature:st.multiselect, feature:st.popover, feature:st.color_picker",2,3,https://github.com/streamlit/streamlit/issues/12954,Dropdown menus in dark mode currently lack sufficient contrast against the background because shadows are less effective in dark themes. The proposed solution is to add a small border around dropdowns specifically in dark mode to improve visibility and accessibility. This change should apply to widgets like `st.selectbox` and `st.date_input`.
3593406191,12953,Turn `st.Page` into a proper class,open,jrieke,2025-11-06T01:00:36Z,2025-11-10T22:28:28Z,,"type:enhancement, good first issue, feature:multipage-apps",3,1,https://github.com/streamlit/streamlit/issues/12953,"Currently, `st.Page` is a function that returns a `StreamlitPage` object rather than being a class itself, which causes confusion for users and in documentation. The proposal is to refactor `st.Page` into a proper class to align the API structure with user expectations and improve clarity."
3582446427,12913,Avoid converting arrow arrays to pandas and then back to arrow in `convert_anything_to_arrow_bytes`,open,mkleinbort-wl,2025-11-03T14:58:35Z,2025-11-04T10:10:09Z,,"type:enhancement, feature:custom-components",2,4,https://github.com/streamlit/streamlit/issues/12913,"When passing data (like Polars DataFrames) to custom components, Streamlit currently converts the data to Pandas and then to Arrow, which creates unnecessary performance overhead. The request is to optimize `convert_anything_to_arrow_bytes` to handle `pl.DataFrame` or `pa.Table` directly without the intermediate Pandas conversion. This would improve performance and support a more vendor-neutral data handling approach."
3582004238,12911,Drag & drop with st.file_uploader not working,open,sebcwill,2025-11-03T13:10:23Z,2025-11-07T23:27:52Z,,"type:bug, feature:st.file_uploader, status:awaiting-user-response",6,1,https://github.com/streamlit/streamlit/issues/12911,"Users are reporting that the drag-and-drop functionality for `st.file_uploader` is broken in recent versions. When dragging a file onto the uploader widget, the file is not recognized, and no error message is displayed. This forces users to manually browse for files, degrading the user experience."
3571546856,12900,"Multiple elements with `width=""stretch""` should have same width",open,jrieke,2025-10-30T16:21:58Z,2025-11-06T12:05:32Z,,"type:enhancement, area:layout",3,1,https://github.com/streamlit/streamlit/issues/12900,"Currently, when multiple elements with `width='stretch'` are placed in a horizontal container, they do not share the space equally; instead, remaining space is distributed added to their natural width. This leads to inconsistent element sizes. The suggestion is to ensure all 'stretch' elements take up equal width for a more consistent and predictable layout."
3571166551,12899,Support min_width in flex containers,open,sfc-gh-cserrano,2025-10-30T14:50:16Z,2025-10-31T14:20:17Z,,"type:enhancement, area:layout, feature:st.container",3,1,https://github.com/streamlit/streamlit/issues/12899,"A feature request to add a `min_width` parameter to flex containers (like `st.container`). This would allow developers to set a minimum width for containers, ensuring that content remains visible and formatting stays intact when using flexible layouts, particularly preventing elements from becoming too narrow."
3564032011,12886,"Number input, decimal numbers issue",open,madhukarjadhav736,2025-10-29T02:02:05Z,2025-11-03T16:46:46Z,,"type:bug, status:awaiting-user-response, feature:st.number_input",9,1,https://github.com/streamlit/streamlit/issues/12886,"There is a bug in `st.number_input` where typing decimal numbers is interrupted. Specifically, when a user types '1.0', the input automatically converts it to '1', preventing the entry of decimals like '1.03'. This behavior makes it impossible to enter certain float values manually."
3562216144,12880,widget values not updating if key is specified,open,rhelouREV,2025-10-28T15:47:29Z,2025-11-11T10:29:53Z,,"type:bug, area:widgets, status:awaiting-team-response",5,4,https://github.com/streamlit/streamlit/issues/12880,"In version 1.50, widgets with a specified `key` ignore the `value` parameter during re-initialization if it differs from the stored session state, unlike in previous versions. This breaks patterns where widgets update based on other interactions without explicit session state callbacks. The user suggests adding an 'allow override' parameter or reverting to the previous behavior."
3558773704,12876,Support text highlighting in st.pdf,open,asaini,2025-10-27T21:50:38Z,2025-10-28T02:27:47Z,,"type:enhancement, feature:st.pdf",1,4,https://github.com/streamlit/streamlit/issues/12876,"Users are requesting the ability to highlight text within the `st.pdf` viewer component. This feature would allow for better referencing of content within PDFs or reflecting actions taken elsewhere in the app (e.g., search results). It aims to make the PDF viewer more interactive and useful for document review workflows."
3557655875,12873,"508 Compliance - Add Alt="""" tag to decorative elements",open,dessig-ia,2025-10-27T16:37:52Z,2025-10-31T17:43:52Z,,"type:enhancement, area:accessibility",3,2,https://github.com/streamlit/streamlit/issues/12873,"To improve accessibility and meet Section 508 compliance, decorative elements in Streamlit widgets (like the down arrow in selectboxes) need empty `alt=''` tags. Currently, these elements lack alt tags, causing screen readers to announce them, which creates clutter for visually impaired users. Adding these tags will allow screen readers to properly ignore purely decorative graphics."
3557395989,12871,Allow resizing `st.text_area` when height=”stretch”,open,sfc-gh-lwilby,2025-10-27T15:37:08Z,2025-10-28T15:54:57Z,,"type:enhancement, feature:st.text_area",6,1,https://github.com/streamlit/streamlit/issues/12871,"When `st.text_area` is configured with `height='stretch'`, the manual resize handle in the corner is disabled or ineffective. Users want the ability to manually resize the text area even when it is set to stretch to fill its container. This restriction limits user control over the input field's size in flexible layouts."
3557362718,12870,`st.exception` lacks responsiveness at small widths,open,sfc-gh-lwilby,2025-10-27T15:30:37Z,2025-10-27T15:30:50Z,,"type:bug, status:confirmed, priority:P3, feature:st.exception",1,1,https://github.com/streamlit/streamlit/issues/12870,"The `st.exception` component has layout issues when rendered at small widths, causing the action links (like 'Search on Stack Overflow') to overflow their container. The suggestion is to make the component responsive by stacking the links vertically when horizontal space is limited. This would ensure the error display remains readable in narrow columns."
3557336878,12869,`st.text_area` jumps back to content height from resized height when user types again.,open,sfc-gh-lwilby,2025-10-27T15:25:27Z,2025-10-27T15:25:37Z,,"type:bug, status:confirmed, priority:P4, feature:st.text_area",1,1,https://github.com/streamlit/streamlit/issues/12869,"If a user manually resizes an `st.text_area` that is set to `height='content'`, typing in the box causes it to snap back to its auto-calculated content height. This behavior overrides the user's manual resizing preference, leading to a jarring experience. The expected behavior is for the manual size to persist during subsequent typing interactions."
3557149626,12868,Incorrect error message for width,open,sfc-gh-lwilby,2025-10-27T14:45:27Z,2025-10-27T14:53:12Z,,"type:bug, status:confirmed, priority:P3, feature:st.info",1,1,https://github.com/streamlit/streamlit/issues/12868,Providing a 0 or negative value for a width parameter triggers an error message that is confusing or grammatically incorrect. The issue requests improving the error message to clearly state that the value must be a *positive* integer. This is a minor usability improvement for developer feedback.
3557068175,12865,Fullscreen menu partially hidden in fixed height containers.,open,sfc-gh-lwilby,2025-10-27T14:27:41Z,2025-10-27T14:27:59Z,,"type:bug, feature:st.dataframe, status:confirmed, priority:P3, feature:st.vega_lite_chart, feature:st.map, feature:st.container, feature:st.image",1,1,https://github.com/streamlit/streamlit/issues/12865,"Interactive elements (like dataframes) placed inside fixed-height containers have their toolbar menus cut off if they appear near the container's edge. The overflow is hidden by the container's boundaries, making the option buttons inaccessible. The menu should ideally break out of the container or render in a way that ensures visibility."
3554570060,12861,Display empty expanders based on user controlled parameter,open,okapiadmin,2025-10-26T23:46:56Z,2025-10-28T02:33:32Z,,"type:enhancement, feature:st.expander",2,2,https://github.com/streamlit/streamlit/issues/12861,"Recent updates changed `st.expander` to render even when empty, whereas previously they were hidden. The user requests a `display_empty` parameter to allow developers to suppress rendering of empty expanders. This is useful for dynamic layouts where expander content might be conditional."
3553326225,12859,`st.expander` fails to display `st.pdf` when initialized in a collapsed state,open,loioladev,2025-10-26T05:58:42Z,2025-10-27T14:18:30Z,,"type:bug, status:confirmed, priority:P3, feature:st.pdf",2,4,https://github.com/streamlit/streamlit/issues/12859,"A bug exists where `st.pdf` content fails to render if placed inside an `st.expander` that is initially collapsed (`expanded=False`). When the user expands the container, the PDF viewer is missing. It works correctly if the expander is initially expanded."
3551131533,12857,st.segmented control unnecessarily wraps,open,kmcgrady,2025-10-24T21:54:39Z,2025-10-27T21:05:18Z,,"type:bug, status:confirmed, priority:P2, feature:st.segmented_control",2,1,https://github.com/streamlit/streamlit/issues/12857,"The `st.segmented_control` component sometimes wraps its options to new lines unnecessarily, even when there appears to be sufficient width. This behavior seems inconsistent and may be related to overly restrictive width constraints in the layout logic. The issue leads to poor visual alignment and wasted vertical space."
3550732587,12856,rotate pages in st.pdf(),open,MustafaKiwaPI,2025-10-24T19:22:15Z,2025-11-03T17:49:31Z,,"type:enhancement, feature:st.pdf",2,2,https://github.com/streamlit/streamlit/issues/12856,Users request the ability to rotate PDF pages within the `st.pdf` viewer. This could be implemented via a parameter like `st.pdf(rotate=90)` to set an initial rotation. This feature would improve readability for documents with landscape orientation or improper scanning.
3547852147,12854,Add st.container to hover at the specified position (height-width) of its parent component,open,lix8886,2025-10-24T06:26:02Z,2025-10-27T14:22:12Z,,"type:enhancement, feature:st.container",1,1,https://github.com/streamlit/streamlit/issues/12854,"The user is asking for absolute positioning or 'floating' capabilities for `st.container`, allowing a container to hover at a specified coordinate relative to its parent. This would enable overlay UIs, floating action buttons, or complex layouts that break the standard flow."
3547275765,12853,Add `Copy to clipboard` for `st.dataframe` and `st.table`,open,ghilesmeddour,2025-10-24T01:56:52Z,2025-11-03T20:46:20Z,,"type:enhancement, feature:st.dataframe",3,4,https://github.com/streamlit/streamlit/issues/12853,"Users frequently need to copy data from `st.dataframe` or `st.table`. The request is to add a built-in 'Copy to clipboard' button to the dataframe toolbar, similar to the feature in `st.code`. This would streamline the workflow of exporting data to other tools like Excel."
3543558980,12850,DateColumn (st.column_config.DateColumn) always defaults to mm/dd/yyyy when text editing.,open,jofalck,2025-10-23T07:47:38Z,2025-11-08T16:48:06Z,,"type:enhancement, good first issue, feature:st.data_editor",4,5,https://github.com/streamlit/streamlit/issues/12850,"In `st.data_editor`, when a user double-clicks a `DateColumn` to edit it, the format defaults to `mm/dd/yyyy` regardless of the `format` parameter configured. This inconsistency between display format and edit format is confusing. The edit mode should respect the configured date format."
3538151877,12844,Prevent updates of disabled inputs in `AppTest`,open,michue-work,2025-10-21T21:02:43Z,2025-10-27T14:20:59Z,,"type:enhancement, feature:app-testing",1,2,https://github.com/streamlit/streamlit/issues/12844,"The `AppTest` framework currently allows tests to programmatically update the value of disabled widgets, which is impossible in the actual app UI. This can lead to false positives where tests pass despite logic errors. The request is to make `AppTest` raise an error or warning when attempting to modify a disabled element."
3536000409,12841,SelectboxColumn and MultiselectColumn should have the same arguments as their respective standalone widgets,open,itsToggle,2025-10-21T10:55:22Z,2025-11-05T01:21:42Z,,"type:enhancement, feature:st.column_config",1,4,https://github.com/streamlit/streamlit/issues/12841,"There is a parity gap between standalone widgets and their Column Config counterparts in `st.data_editor`. `SelectboxColumn` is missing `accept_new_options`, while `MultiselectColumn` is missing `max_selections`. The request is to unify the arguments to ensure consistent functionality."
3532395080,12828,Display full precision of all decimals in st.dataframe() instead of default 4 decimal limit,open,LazerLars,2025-10-20T13:10:30Z,2025-10-20T18:01:47Z,,"type:enhancement, feature:st.dataframe",1,2,https://github.com/streamlit/streamlit/issues/12828,"`st.dataframe` defaults to rounding numeric values to 4 decimal places, hiding the full precision unless the cell is edited. Users often need to see the exact values without manual interaction. The request is to allow an option to display the raw, unrounded values by default."
3530274643,12821,Audio files in static serving on Community Cloud require prepending `/~/+`,open,chigkim,2025-10-19T17:32:06Z,2025-10-31T17:41:16Z,,"type:enhancement, feature:community-cloud, feature:static-file-serving",4,2,https://github.com/streamlit/streamlit/issues/12821,Serving static audio files from the `static` folder works locally but fails or requires complex path workarounds on Streamlit Community Cloud. Users want a consistent way to reference and play static audio files across development and deployment environments.
3527996935,12806,Add rounding to `st.video` and `st.map`,open,jrieke,2025-10-18T03:03:46Z,2025-10-18T11:14:05Z,,"type:enhancement, good first issue, feature:st.pydeck_chart, feature:st.map, feature:theming, feature:st.video",2,1,https://github.com/streamlit/streamlit/issues/12806,"To improve visual consistency, this issue proposes adding corner rounding (border-radius) to `st.video` and `st.map` elements, matching the style of other Streamlit widgets. This should utilize the theme's default radii settings, while ensuring controls are not clipped."
3527991800,12805,Use theme colors in `st.map` and `st.pydeck_chart`,open,jrieke,2025-10-18T02:57:43Z,2025-10-19T13:39:17Z,,"type:enhancement, good first issue, feature:st.pydeck_chart, feature:st.map, feature:theming",2,1,https://github.com/streamlit/streamlit/issues/12805,"Currently, `st.map` uses hardcoded colors and `st.pydeck_chart` uses default PyDeck colors, which may clash with a user's custom theme. The proposal is to update these components to utilize the app's theme colors. This would ensure maps and charts blend seamlessly with the rest of the application's design."
3527989871,12804,Improve line gap for colored background text with custom fonts/font sizes,open,jrieke,2025-10-18T02:54:32Z,2025-10-18T15:31:19Z,,"type:enhancement, feature:markdown, feature:theming",1,1,https://github.com/streamlit/streamlit/issues/12804,"When using Markdown with colored backgrounds, certain combinations of custom fonts and sizes result in zero gap between lines of text. This creates a cluttered visual appearance. The goal is to ensure a minimum line gap exists to maintain readability and visual separation."
3527982195,12803,Make sidebar border react to hover events,open,jrieke,2025-10-18T02:42:33Z,2025-10-18T02:42:43Z,,"type:enhancement, feature:theming, feature:st.sidebar",1,1,https://github.com/streamlit/streamlit/issues/12803,"When the sidebar border is permanently enabled (`showSidebarBorder=True`), it lacks visual feedback on hover to indicate it can be resized. The suggestion is to add a hover effect (e.g., darkening the border) to make the resize functionality more discoverable."
3527981084,12802,"On hover, the border for `st.segmented_control` changes color",open,jrieke,2025-10-18T02:40:33Z,2025-11-07T01:29:10Z,,"type:bug, status:confirmed, priority:P3, feature:st.segmented_control",3,1,https://github.com/streamlit/streamlit/issues/12802,"A visual bug in `st.segmented_control` causes the left border of a segment to change color on hover, distinguishing it from other borders. This is likely due to overlapping transparency effects. The expected behavior is for all borders to remain uniform in color during hover states."
3527975173,12801,Improve text color on top of light primary colors,open,jrieke,2025-10-18T02:31:55Z,2025-10-18T02:32:26Z,,"type:enhancement, feature:theming",1,1,https://github.com/streamlit/streamlit/issues/12801,"Text placed on top of primary-colored elements (like primary buttons) currently defaults to white, which causes readability issues if the primary color is light. The proposed solution is to automatically switch text color to black or white based on the brightness of the primary color."
3524865127,12799,Fragments are awesome but must to be more: Selective Rerun and Execution Control,open,vquilon,2025-10-17T07:28:13Z,2025-11-09T18:19:44Z,,"type:enhancement, feature:st.fragment",2,8,https://github.com/streamlit/streamlit/issues/12799,"The user proposes two enhancements for `st.fragment`: programmable selective reruns and execution control. First, enabling `st.rerun(scope=['fragment_key'])` to trigger specific fragments. Second, adding a parameter to prevent fragments from re-executing during a full app rerun if their inputs haven't changed."
3516122746,12785,`st.navigation` can be more than just a navigation bar,open,lix8886,2025-10-15T02:39:23Z,2025-10-15T14:13:05Z,,"type:enhancement, feature:st.navigation",2,2,https://github.com/streamlit/streamlit/issues/12785,"This feature request suggests enhancing `st.navigation` by adding dynamic page selection and external link support. Specifically, the user wants to change the selected page programmatically and allow `url_path` to link to external URLs, making the navigation component more interactive and versatile."
3510251537,12774,Support Python 3.14,open,jrieke,2025-10-13T14:15:36Z,2025-10-24T10:54:29Z,,"type:enhancement, area:dependencies",3,23,https://github.com/streamlit/streamlit/issues/12774,"Python 3.14 has been released, and Streamlit needs to add official support for it. This involves testing and ensuring compatibility with the new Python version. Updating dependencies and CI pipelines will likely be required."
3505484395,12762,Key is ignored when using fragments and containers,open,arkpope,2025-10-11T09:08:54Z,2025-10-13T18:19:38Z,,"type:bug, status:confirmed, priority:P3, feature:st.container, feature:st.fragment",2,3,https://github.com/streamlit/streamlit/issues/12762,"A bug occurs when adding a component to a global `st.container` from within an `st.fragment`. Despite providing a static `key`, clicking a button inside the fragment appends a duplicate component instead of updating the existing one. This suggests that key uniqueness or state management is failing across the fragment boundary."
3501219671,12740,session_state store list type data errors,open,zoushuhang0,2025-10-10T03:22:05Z,2025-10-13T16:40:34Z,,"type:bug, status:awaiting-user-response, feature:st.session_state",4,2,https://github.com/streamlit/streamlit/issues/12740,"A user reports an error when modifying a list stored in `st.session_state` directly within a loop. This likely causes issues with Streamlit's state tracking or mutation detection. A workaround involves using a temporary variable, but the direct mutation failing is seen as a bug."
3500605172,12739,Custom components as containers,open,jrieke,2025-10-09T20:57:34Z,2025-11-07T05:09:41Z,,"type:enhancement, feature:custom-components",2,4,https://github.com/streamlit/streamlit/issues/12739,"This feature request proposes allowing custom components to act as containers that can hold standard Streamlit elements. This would enable developers to create custom wrappers, layouts, or UI cards that enclose native widgets. Currently, custom components are leaf nodes."
3493803577,12716,Long dialog starts at the bottom,open,alex-bork,2025-10-08T04:42:04Z,2025-10-13T17:16:23Z,,"type:bug, status:confirmed, priority:P3, feature:st.dialog",3,2,https://github.com/streamlit/streamlit/issues/12716,"When an `st.dialog` contains enough content to require a vertical scrollbar, it opens scrolled to the bottom by default. This forces the user to manually scroll up to see the beginning of the content. The expected behavior is for dialogs to open scrolled to the top."
3485248325,12699,st.date_input: calendar UI not localized (month/day names remain English) and no locale parameter,open,tjazevedo,2025-10-05T22:57:33Z,2025-10-10T14:31:12Z,,"type:enhancement, feature:st.date_input, area:localization",2,5,https://github.com/streamlit/streamlit/issues/12699,"The calendar picker in `st.date_input` does not localize month and day names, even if the browser locale is non-English. Users requested a way to localize the calendar UI, either by automatically respecting the browser locale or by adding an explicit `locale` parameter."
3484014016,12694,Support built-in color names for the `color` parameter of charts,open,jrieke,2025-10-04T18:09:19Z,2025-10-06T14:40:58Z,,"type:enhancement, good first issue, feature:builtin-charts",3,3,https://github.com/streamlit/streamlit/issues/12694,"Streamlit's built-in chart elements (`st.line_chart`, etc.) do not currently support Streamlit's semantic color names (e.g., 'red', 'primary'). Users want to be able to use these named colors for consistency with other elements like badges and markdown. This would simplify styling."
3483864494,12692,Add max_size parameter to each st.file_uploader to restrict file size before upload,open,urlan,2025-10-04T15:22:37Z,2025-10-18T10:57:31Z,,"type:enhancement, feature:st.file_uploader",6,2,https://github.com/streamlit/streamlit/issues/12692,"Currently, file size limits are global via `config.toml`. The request is to add a `max_size` parameter to `st.file_uploader` to enforce limits at the individual widget level. This would save bandwidth and improve UX by preventing large uploads before they start."
3481495897,12683,"Dataframes with width=""content"" are not resizable.",open,sfc-gh-lwilby,2025-10-03T15:13:19Z,2025-10-06T17:53:46Z,,"type:bug, feature:st.dataframe, status:confirmed, priority:P3",1,1,https://github.com/streamlit/streamlit/issues/12683,"In version 1.51.0, setting `width='content'` on an `st.dataframe` disables the ability to manually resize the dataframe in the UI. This is identified as a regression. Users expect to retain the drag-handle for resizing even when the initial width is determined by content."
3479200327,12681,Support modern CSS color formats (consistently),open,sfc-gh-dmatthews,2025-10-02T22:50:34Z,2025-10-07T15:55:37Z,,"type:enhancement, status:confirmed, feature:theming",3,2,https://github.com/streamlit/streamlit/issues/12681,"Support for modern CSS color formats (e.g., space-separated RGB) is inconsistent across Streamlit. Some areas like chart colors accept it, while `primaryColor` configuration raises parsing errors. The goal is to standardize color parsing to accept modern CSS syntax everywhere."
3465905709,12661,Configure Connection Error in the Streamlit UI,open,devagya-devansh-discovery,2025-09-29T17:21:45Z,2025-11-05T22:17:58Z,,"type:enhancement, feature:st.set_page_config",4,4,https://github.com/streamlit/streamlit/issues/12661,"When the client loses connection to the server, Streamlit displays a default 'Connection error' message. Users want the ability to configure or customize this message to better suit their application's context or language. This would likely involve a configuration setting."
3461834003,12657,Top navigation makes `st.logo` shrink,open,jrieke,2025-09-28T13:08:44Z,2025-09-30T15:50:38Z,,"type:bug, status:confirmed, priority:P3, feature:st.logo",1,3,https://github.com/streamlit/streamlit/issues/12657,"There is a visual inconsistency where the logo displayed via `st.logo` is rendered significantly smaller when top navigation is active (`position='top'`) compared to sidebar navigation. Users expect the logo to maintain a consistent, legible size regardless of the navigation layout."
3461248381,12653,preview  docx file,open,zoushuhang0,2025-09-28T07:23:59Z,2025-10-17T03:00:37Z,,"type:enhancement, area:widgets",6,2,https://github.com/streamlit/streamlit/issues/12653,"A user is requesting functionality similar to `st.pdf` but for previewing Microsoft Word (.docx) files directly within the app. Currently, there is no native widget to render or preview Word documents."
